date,min,max,median,q1,q3,stdev,count
2022-06-29T00:00:00.000Z,1.5,21.27,3.95,3.17,4.95,3.345,526
2022-06-28T00:00:00.000Z,2.4,385.2,6.99,5.35,8.69,64.952,512
2022-06-27T00:00:00.000Z,2.17,17.05,4.8,4,6.93,2.71,536
2022-06-26T00:00:00.000Z,0.87,14.8,2.71,1.7,4.59,2.354,546
2022-06-25T00:00:00.000Z,0.93,32.6,3.2,2.22,8.23,5.007,543
2022-06-24T00:00:00.000Z,2.6,40.33,5.05,3.89,6.72,4.988,492
2022-06-23T00:00:00.000Z,1.6,89.6,4.82,3.6,12.07,13.9,333
2022-06-22T00:00:00.000Z,1.85,33.42,4.57,3.64,6.49,5.345,356
2022-06-21T00:00:00.000Z,1.25,186.93,4.26,2.6,7.57,23.993,346
2022-06-20T00:00:00.000Z,2.1,46,4.78,3.45,6.57,4.797,367
2022-06-19T00:00:00.000Z,1.47,29.7,5.2,3.82,6.25,4.133,425
2022-06-18T00:00:00.000Z,1.88,53.28,5.07,3.29,8.71,6.346,485
2022-06-17T00:00:00.000Z,2.27,29.2,7.17,5.03,12.48,6.163,402
2022-06-16T00:00:00.000Z,1.02,25.05,7.81,2.45,11.2,4.84,480
2022-06-15T00:00:00.000Z,1,23.92,3.92,2.54,6.63,3.321,468
2022-06-14T00:00:00.000Z,0.77,10.6,2.52,1.92,3.69,2.049,337
2022-06-13T00:00:00.000Z,2.72,264.05,9.8,4.55,19.75,32.296,455
2022-06-12T00:00:00.000Z,1.4,224.43,7.68,5.3,12.24,12.828,456
2022-06-11T00:00:00.000Z,1.8,25.77,5,3.47,12.35,5.494,434
2022-06-10T00:00:00.000Z,2.7,21.2,6.63,5.09,10.32,3.964,459
2022-06-09T00:00:00.000Z,1.03,19.02,4.18,2.25,6.7,3.468,481
2022-06-08T00:00:00.000Z,1.57,42.53,4.93,3.2,7.78,3.823,471
2022-06-07T00:00:00.000Z,1.4,11.8,4.48,3.51,5.43,1.677,348
2022-06-06T00:00:00.000Z,1.52,7.75,3.63,2.6,5.05,1.477,346
2022-06-05T00:00:00.000Z,0.8,14.8,3.1,2.08,5.19,2.682,409
2022-06-04T00:00:00.000Z,1.55,20.63,5.18,3.78,7.4,3.832,406
2022-06-03T00:00:00.000Z,2.02,25.8,5.97,3.83,10.81,4.994,297
2022-06-02T00:00:00.000Z,2.63,55.8,4.96,3.8,6.14,4.472,184
2022-06-01T00:00:00.000Z,2.4,480.05,6.03,3.9,15.03,64.099,486
2022-05-31T00:00:00.000Z,3.17,21.98,5.72,4.53,8.44,3.302,475
2022-05-30T00:00:00.000Z,3.15,16.38,5.82,4.84,8.03,3.204,441
2022-05-29T00:00:00.000Z,2.6,15.68,4.53,3.85,5.46,1.709,428
2022-05-28T00:00:00.000Z,0.85,104.32,3.9,3.2,6.95,10.072,506
2022-05-27T00:00:00.000Z,1.52,16.52,3.67,2.5,5.95,2.866,473
2022-05-26T00:00:00.000Z,1,13.25,2.67,1.73,5.2,2.479,475
